l_id#v_id_1#v_id_2#voltage#cables#wires#frequency#name#operator#ref#length_m#r_ohmkm#x_ohmkm#c_nfkm#i_th_max_a#from_relation#wkt_srid_4326#type
1056#676#5899#220000###50####612.445850501168#####''#SRID=4326;LINESTRING(6.87787294275504 53.4367190553719,6.87363443896295 53.4246401624989)#line
89#606#5910#380000#6#3#50#Dodewaard - Doetichem#TenneT##44387.8810227813#####''#SRID=4326;LINESTRING(6.25234691783541 51.9818986156296,5.66403742708861 51.9268864741522)#line
146#579#463#380000#6#4#50##TenneT##42224.8964662267#####''#SRID=4326;LINESTRING(4.26603568069759 51.8393470606259,4.74799245539251 51.8137459927826)#line
256#491#620#220000#6##50##TenneT##23525.8246603162#####''#SRID=4326;LINESTRING(6.47622620047929 53.2113845335187,6.52400497307423 53.0093638705969)#line
1057#551#5899#220000#6##50####364.549112247041#####''#SRID=4326;LINESTRING(6.86968310741081 53.4299869189259,6.87363443896295 53.4246401624989)#line
281#5888#657#220000#6##50##TenneT##10521.0502677214#####''#SRID=4326;LINESTRING(6.02941525941492 53.2107641787916,5.87561850547832 53.189726886331)#line
282#5888#657#110000#6##50####11486.7945985284#####''#SRID=4326;LINESTRING(6.02941525941492 53.2107641787916,5.87561850547832 53.189726886331)#line
294#910#5900#380000#6#4#50##TenneT##5105.88834378206#####''#SRID=4326;LINESTRING(4.16270796007241 51.9594843582637,4.22374214368686 51.9829582059679)#line
411#458#5900#380000#6#3#50##TenneT##6530.5394577055#####''#SRID=4326;LINESTRING(4.30706990125723 52.016075746144,4.22374214368686 51.9829582059679)#line
3691#437#5894#380000;380000;380000#6;6;8#3;3;3#50;50;50#Ozn-Dmn380;Ozn-Dmn380;Ozn-Dmn380#Tennet##15163.8849293708#####''#SRID=4326;LINESTRING(4.87610510561907 52.4290726344532,5.017997173715 52.3381763905626)#line
436#606#5896#380000#6#3#50#Doetichem - Hengelo#TenneT##58466.1529636607#####''#SRID=4326;LINESTRING(6.25234691783541 51.9818986156296,6.75945075298267 52.2486282470595)#line
473#471#640#220000#6##50##TenneT##43161.7728512248#####''#SRID=4326;LINESTRING(5.80934328810332 52.617185146488,5.87145226989572 52.9729817737334)#line
475#471#5907#380000#6##50##TenneT##19822.2285001631#####''#SRID=4326;LINESTRING(5.80934328810332 52.617185146488,5.5368251764907 52.5756645103884)#line
484#5899#5956#380000#3##50####836.775559451349#####''#SRID=4326;LINESTRING(6.87363443896295 53.4246401624989,6.85914820142812 53.4442377923709)#line
852#579#5890#380000#6#4#50##TenneT##23124.7976682868#####''#SRID=4326;LINESTRING(4.26603568069759 51.8393470606259,4.02388485106377 51.9599497898606)#line
2484#458#879#380000;150000#12#4;1#50##TenneT##4155.25699945831#####''#SRID=4326;LINESTRING(4.30706990125723 52.016075746144,4.33335769307449 51.9806074761917)#line
3429#949#5890#380000###50##TenneT##2974.49956321857#####''#SRID=4326;LINESTRING(4.07186981045101 51.944785756086,4.02388485106377 51.9599497898606)#line
3630#627#5765#150000;150000#6##50;50##TenneT##4399.85146415298#####''#SRID=4326;LINESTRING(5.53128316047 51.4465699866224,5.59189828810835 51.4557702902212)#line
3635#437#5686#380000;380000#3;3#3#50;50#Beverwijk-Oostzaan zwart#TenneT##46.7162823035179#####''#SRID=4326;LINESTRING(4.87610510561907 52.4290726344532,4.87319449751543 52.4295637747078)#line
3640#5889#5925#0;150000#3;3#3#50####603.989343034198#####''#SRID=4326;LINESTRING(4.84206548422058 51.6950798012031,4.83872388234074 51.7020388078802)#line
3677#5892#5916#380000;380000;380000#3;3;3#3#50;50;50####638.689539934324#####''#SRID=4326;LINESTRING(5.90889925965657 51.1556125843975,5.91982324969747 51.14805181154)#line
3686#437#5685#150000;380000#3;3#3#50;50##TenneT##53.3298917236207#####''#SRID=4326;LINESTRING(4.87610510561907 52.4290726344532,4.87369054721532 52.4284153776802)#line
3729#405#5907#150000;150000#3;3##50####113.133392483031#####''#SRID=4326;LINESTRING(5.52951460667978 52.5774906824146,5.5368251764907 52.5756645103884)#line
3730#405#5907#150000;150000#3;3##50;50####105.404095816046#####''#SRID=4326;LINESTRING(5.52951460667978 52.5774906824146,5.5368251764907 52.5756645103884)#line
3754#5899#6192#220000;220000#9;12#2;2#50;50##TenneT##39646.3688478259#####''#SRID=4326;LINESTRING(6.87363443896295 53.4246401624989,6.47436404982659 53.2132104446259)#line
3755#788#789#220000;110000;110000#3;3;3##50##TenneT##239.284035120694#####''#SRID=4326;LINESTRING(6.95842854536296 53.3077033447987,6.95672943218466 53.3033659278736)#line
3809#713#5890#380000;380000#3##50;50##TenneT##4009.68630591092#####''#SRID=4326;LINESTRING(4.09267795905042 51.9580381197671,4.02388485106377 51.9599497898606)#line
4060#477#579#380000;150000;150000#3;3;3##50;50##TenneT##3582.47967586374#####''#SRID=4326;LINESTRING(4.28222941476987 51.8632422772256,4.26603568069759 51.8393470606259)#line
4145#776#796#110000;110000#3;3##50;50####70.3680478164147#####''#SRID=4326;LINESTRING(6.47582067039204 52.7373347362389,6.47639278120413 52.7394881190435)#line
4146#776#796#110000;110000#3;3##50;50####90.5626373626441#####''#SRID=4326;LINESTRING(6.47582067039204 52.7373347362389,6.47639278120413 52.7394881190435)#line
4148#5827#5831#380000;110000;380000;110000#6;6;6;6#4;1;4;1#50;50##TenneT##13852.1058389222#####''#SRID=4326;LINESTRING(6.81043943515604 52.7227207673754,6.91073894174231 52.8088311711288)#line
4319#5892#5916#380000;380000;380000#3;3##50;50####502.927734330301#####''#SRID=4326;LINESTRING(5.90889925965657 51.1556125843975,5.91982324969747 51.14805181154)#line
