v_id#lon#lat#typ#voltage#frequency#name#operator#ref#source#n_gen#capacity#net_capacity#wkt_srid_4326
900#-4.12345391385617#40.7079118940493#sub_station##########SRID=4326;POINT(-4.12345391385617 40.7079118940493)
979#-6.87716543876994#39.7244074154634#substation#400000#50#Central Eléctrica de Alcántara#Iberdrola######SRID=4326;POINT(-6.87716543876994 39.7244074154634)
987#2.1116565529401#41.6193215003695#substation#400000;220000##Subestació de Sentmenat#Red Eléctrica de España######SRID=4326;POINT(2.1116565529401 41.6193215003695)
990#-0.560956245726848#39.2502361294619#substation#400000;220000;132000#50#Subestación de Catadau#Red Eléctrica de España######SRID=4326;POINT(-0.560956245726848 39.2502361294619)
992#3.03949829174176#39.6738067796922#substation#220000;66000#50#Central de Llubi#######SRID=4326;POINT(3.03949829174176 39.6738067796922)
993#-9.02996719905812#42.8915105779985#substation#220000#50########SRID=4326;POINT(-9.02996719905812 42.8915105779985)
994#-5.88755105332253#37.3616980979885#substation#220000#50########SRID=4326;POINT(-5.88755105332253 37.3616980979885)
996#-3.96181496575694#38.9480216792887#substation##########SRID=4326;POINT(-3.96181496575694 38.9480216792887)
998#-1.97534634695199#43.2561491242205#substation#400000#50##Red Eléctrica de España######SRID=4326;POINT(-1.97534634695199 43.2561491242205)
1001#2.09916183835311#41.4780387612995#substation##########SRID=4326;POINT(2.09916183835311 41.4780387612995)
1015#-7.17417264321332#42.1677441172423#substation#220000#50########SRID=4326;POINT(-7.17417264321332 42.1677441172423)
1016#-5.08759190155586#39.7798949659203#sub_station##########SRID=4326;POINT(-5.08759190155586 39.7798949659203)
1017#-6.53246181261623#42.767219150988#substation#220000#50##Red Eléctrica de España######SRID=4326;POINT(-6.53246181261623 42.767219150988)
1021#-2.25235083139011#43.2126574386369#substation#400000#50#Subestación Eléctrica de Azpeitia#######SRID=4326;POINT(-2.25235083139011 43.2126574386369)
1022#-2.88069171698695#43.2224612228794#substation#220000#50#Subestación de Sidenor#######SRID=4326;POINT(-2.88069171698695 43.2224612228794)
1032#-6.80690399741397#41.0436515376654#substation#220000#50##Red Eléctrica de España######SRID=4326;POINT(-6.80690399741397 41.0436515376654)
1053#2.94426797722456#42.2304010644251#substation###'Estació transformadora de Santa Llogaia d''Àlguema'#######SRID=4326;POINT(2.94426797722456 42.2304010644251)
1054#-5.80938690554052#43.27339118361#plant###Central térmica de la Pereda#######SRID=4326;POINT(-5.80938690554052 43.27339118361)
1055#-3.88327224773344#40.4483512794784#substation#400000#50#Subestación de Majadahonda#Red Eléctrica de España######SRID=4326;POINT(-3.88327224773344 40.4483512794784)
1058#-3.76160352655879#40.4003635336871#substation##########SRID=4326;POINT(-3.76160352655879 40.4003635336871)
1059#-4.00478018597967#40.5980503005863#substation#400000#50##Red Eléctrica de España######SRID=4326;POINT(-4.00478018597967 40.5980503005863)
1061#-3.57510086106396#40.4223425970665#substation#220000;45000#50#Subestación de Coslada#Red Electrica Española######SRID=4326;POINT(-3.57510086106396 40.4223425970665)
1064#-3.66906030402483#40.3424298348389#substation##50#Subestación de Villaverde#Red Eléctrica de España######SRID=4326;POINT(-3.66906030402483 40.3424298348389)
1065#-3.78317717461779#40.3468138217796#substation#220000#50#Subestación de La Fortuna#Red Electrica Española######SRID=4326;POINT(-3.78317717461779 40.3468138217796)
1066#-3.90519427601829#40.3473570227389#substation#400000#50#Subestación de Villaviciosa#Red Eléctrica de España######SRID=4326;POINT(-3.90519427601829 40.3473570227389)
1067#-3.62101206446402#40.3889682009203#substation##########SRID=4326;POINT(-3.62101206446402 40.3889682009203)
1069#-3.42026152101877#40.387022461436#substation#400000#50#Subestación Loeches#Red Eléctrica de España######SRID=4326;POINT(-3.42026152101877 40.387022461436)
1070#-3.7420868140898#40.4340605043314#substation#220000#########SRID=4326;POINT(-3.7420868140898 40.4340605043314)
1071#-1.88422306608001#43.312936731176#substation##########SRID=4326;POINT(-1.88422306608001 43.312936731176)
1075#-0.510540470307777#39.5543650680105#substation##50##Red Eléctrica de España######SRID=4326;POINT(-0.510540470307777 39.5543650680105)
1076#1.90243448024959#41.3555333437745#substation#400000;220000#50#Subestació de Begues#Red Eléctrica de España######SRID=4326;POINT(1.90243448024959 41.3555333437745)
1077#-0.09652982823319#39.9667904482161#substation#400000#50##Red Eléctrica de España######SRID=4326;POINT(-0.09652982823319 39.9667904482161)
1081#-0.0151060845928705#39.9783945148861#substation#220000#50#El Ingenio#Iberdrola######SRID=4326;POINT(-0.0151060845928705 39.9783945148861)
1084#-5.85651095562058#37.3864367667683#substation#220000;66000#50##Red Eléctrica de España######SRID=4326;POINT(-5.85651095562058 37.3864367667683)
1086#-3.82700219767962#43.3959390154598#substation#220000;66000#50#Subestación del Astillero#######SRID=4326;POINT(-3.82700219767962 43.3959390154598)
1090#-2.12118996144225#41.8731317762108#sub_station###Subestación de Trévago##Oncala#####SRID=4326;POINT(-2.12118996144225 41.8731317762108)
1092#-1.36184080658546#41.7983983787033#sub_station##########SRID=4326;POINT(-1.36184080658546 41.7983983787033)
1094#-2.49035342868538#42.4579377906809#substation#220000;66000#50#Subestación de Logroño#######SRID=4326;POINT(-2.49035342868538 42.4579377906809)
1097#-4.16942614727271#42.1686344641052#sub_station##########SRID=4326;POINT(-4.16942614727271 42.1686344641052)
1098#-3.65172021406702#42.3718915828273#substation#220000###Red Eléctrica de España######SRID=4326;POINT(-3.65172021406702 42.3718915828273)
1104#-1.635268801483#42.7859946734475#substation#220000#50#Subestación electrica Cordovilla#Iberdrola######SRID=4326;POINT(-1.635268801483 42.7859946734475)
