v_id#lon#lat#typ#voltage#frequency#name#operator#ref#source#n_gen#capacity#net_capacity#wkt_srid_4326
124#-115.521544357439#32.6029515599126#substation##########SRID=4326;POINT(-115.521544357439 32.6029515599126)
126#-115.52071721494#32.6296385944898#substation##########SRID=4326;POINT(-115.52071721494 32.6296385944898)
129#-111.004499161554#29.2013064434657#station##########SRID=4326;POINT(-111.004499161554 29.2013064434657)
66#-98.9901900781648#19.8247842201345#substation##########SRID=4326;POINT(-98.9901900781648 19.8247842201345)
69#-103.503019399854#20.7889135240286#substation##########SRID=4326;POINT(-103.503019399854 20.7889135240286)
71#-101.790599411948#20.9642231080331#station##########SRID=4326;POINT(-101.790599411948 20.9642231080331)
74#-103.308598981737#25.4547299920629#substation##########SRID=4326;POINT(-103.308598981737 25.4547299920629)
76#-93.1914047246837#16.8118139336851#substation###CFE - Subestación#######SRID=4326;POINT(-93.1914047246837 16.8118139336851)
77#-103.252829414409#20.529979674444#sub_station##########SRID=4326;POINT(-103.252829414409 20.529979674444)
78#-90.7626188381194#18.6115493790066#substation##########SRID=4326;POINT(-90.7626188381194 18.6115493790066)
82#-107.968906560815#31.0451690783562#substation##########SRID=4326;POINT(-107.968906560815 31.0451690783562)
88#-96.300176718977#19.1051451405121#substation##########SRID=4326;POINT(-96.300176718977 19.1051451405121)
89#-102.007312905486#19.8496308005304#substation##########SRID=4326;POINT(-102.007312905486 19.8496308005304)
90#-102.980536631646#19.9624009777327#substation##########SRID=4326;POINT(-102.980536631646 19.9624009777327)
91#-101.894388137187#18.2744020337632#substation##########SRID=4326;POINT(-101.894388137187 18.2744020337632)
93#-101.731996756189#23.8791062481073#substation##########SRID=4326;POINT(-101.731996756189 23.8791062481073)
94#-101.503734903657#26.9266086009923#substation##########SRID=4326;POINT(-101.503734903657 26.9266086009923)
95#-109.678575192243#30.3693314711429#substation##########SRID=4326;POINT(-109.678575192243 30.3693314711429)
96#-109.620616023907#30.5209442810385#substation##########SRID=4326;POINT(-109.620616023907 30.5209442810385)
97#-110.073878758813#27.5165813372807#substation##########SRID=4326;POINT(-110.073878758813 27.5165813372807)
98#-101.367554973293#20.7104349293633#substation###CFE#CFE######SRID=4326;POINT(-101.367554973293 20.7104349293633)
99#-102.382803046002#21.9105314935601#substation##########SRID=4326;POINT(-102.382803046002 21.9105314935601)
101#-100.904887836902#22.0896668782355#substation##########SRID=4326;POINT(-100.904887836902 22.0896668782355)
102#-100.892377956402#22.0927510879318#substation##########SRID=4326;POINT(-100.892377956402 22.0927510879318)
105#-101.605872309121#21.1360309097221#substation##########SRID=4326;POINT(-101.605872309121 21.1360309097221)
106#-100.913288965645#20.5214404650806#substation##########SRID=4326;POINT(-100.913288965645 20.5214404650806)
107#-103.325059729081#20.7848208009858#plant###Hidroeléctrica Valentín Gómez Farias#######SRID=4326;POINT(-103.325059729081 20.7848208009858)
108#-99.5324529633634#17.5923468921111#substation##########SRID=4326;POINT(-99.5324529633634 17.5923468921111)
113#-98.1379219548414#19.0820522887838#substation##########SRID=4326;POINT(-98.1379219548414 19.0820522887838)
117#-115.459260992013#32.6050382314092#station##########SRID=4326;POINT(-115.459260992013 32.6050382314092)
118#-115.371184491706#32.5982821408009#station##########SRID=4326;POINT(-115.371184491706 32.5982821408009)
130#-111.097213840323#29.097215271483#substation##########SRID=4326;POINT(-111.097213840323 29.097215271483)
136#-97.6347692504123#25.826328383213#station##########SRID=4326;POINT(-97.6347692504123 25.826328383213)
137#-87.0828602825942#20.6305724883256#substation##########SRID=4326;POINT(-87.0828602825942 20.6305724883256)
139#-98.420616744558#19.3024437110154#station##########SRID=4326;POINT(-98.420616744558 19.3024437110154)
143#-98.2764310295907#25.9781578527329#substation###Subestación eléctrica#######SRID=4326;POINT(-98.2764310295907 25.9781578527329)
153#-98.0857373513915#19.3949566164046#sub_station##########SRID=4326;POINT(-98.0857373513915 19.3949566164046)
156#-99.8111168606864#16.8387498318708#substation##########SRID=4326;POINT(-99.8111168606864 16.8387498318708)
160#-98.0479314600224#19.4862878372814#sub_station##########SRID=4326;POINT(-98.0479314600224 19.4862878372814)
164#-115.676486905516#32.5968842309723#substation#230000#########SRID=4326;POINT(-115.676486905516 32.5968842309723)
165#-115.667422394155#32.6510180748398#substation##########SRID=4326;POINT(-115.667422394155 32.6510180748398)
168#-99.5474934668588#27.3626505201348#substation##########SRID=4326;POINT(-99.5474934668588 27.3626505201348)
171#-114.711354702863#32.4360277187487#substation##########SRID=4326;POINT(-114.711354702863 32.4360277187487)
175#-110.886363538288#29.1759553760542#substation##########SRID=4326;POINT(-110.886363538288 29.1759553760542)
177#-110.834118543088#29.0343219217255#substation###Subestacion Hermosillo Numero Cinco#######SRID=4326;POINT(-110.834118543088 29.0343219217255)
185#-97.5499131231934#25.8708044083612#substation##########SRID=4326;POINT(-97.5499131231934 25.8708044083612)
187#-108.901939086149#25.8186573145376#station##########SRID=4326;POINT(-108.901939086149 25.8186573145376)
190#-89.5296827698918#20.9107755806149#substation###Kanasin#CFE######SRID=4326;POINT(-89.5296827698918 20.9107755806149)
192#-98.9565360121531#19.3468645099918#station##########SRID=4326;POINT(-98.9565360121531 19.3468645099918)
193#-108.753523601202#26.0758499337671#substation##########SRID=4326;POINT(-108.753523601202 26.0758499337671)
197#-96.4118058356142#19.7223805587616#plant###Laguna Verde#CFE######SRID=4326;POINT(-96.4118058356142 19.7223805587616)
200#-109.076322221269#25.7848658851307#station##########SRID=4326;POINT(-109.076322221269 25.7848658851307)
