v_id#lon#lat#typ#voltage#frequency#name#operator#ref#source#n_gen#capacity#net_capacity#wkt_srid_4326
669#16.7859342212596#52.6330562771905#substation##########SRID=4326;POINT(16.7859342212596 52.6330562771905)
670#16.7899720586302#52.6466904472503#substation##########SRID=4326;POINT(16.7899720586302 52.6466904472503)
671#19.337238022383#50.5785905435558#substation#15000;400####RE-2 S-6#####SRID=4326;POINT(19.337238022383 50.5785905435558)
677#16.8646275384637#52.59613568953#substation##########SRID=4326;POINT(16.8646275384637 52.59613568953)
678#16.7258769936136#52.5580793597434#substation##########SRID=4326;POINT(16.7258769936136 52.5580793597434)
679#16.7180209569594#52.5485204844154#substation##########SRID=4326;POINT(16.7180209569594 52.5485204844154)
681#16.7685796682857#52.2981570620537#substation#15000;400#########SRID=4326;POINT(16.7685796682857 52.2981570620537)
682#16.773770762818#52.294578451046#substation#15000;400####MST 622#####SRID=4326;POINT(16.773770762818 52.294578451046)
696#16.7634884664129#52.2794756908234#substation#15000;400#########SRID=4326;POINT(16.7634884664129 52.2794756908234)
697#16.7609464138219#52.3055678415405#substation#15000;400#########SRID=4326;POINT(16.7609464138219 52.3055678415405)
698#16.792045549969#52.3111212678056#substation#15000;400#########SRID=4326;POINT(16.792045549969 52.3111212678056)
699#16.7931715881776#52.311772072267#substation#15000;400#########SRID=4326;POINT(16.7931715881776 52.311772072267)
700#16.7947891845097#52.3146420881748#substation#15000;400#########SRID=4326;POINT(16.7947891845097 52.3146420881748)
701#16.7918794514729#52.3188455622054#substation#15000;400#########SRID=4326;POINT(16.7918794514729 52.3188455622054)
702#16.7862192566992#52.3277731945611#substation#15000;400#########SRID=4326;POINT(16.7862192566992 52.3277731945611)
703#16.7152803766906#52.3262648476518#substation#15000;400#########SRID=4326;POINT(16.7152803766906 52.3262648476518)
667#16.720827114244#52.6158644435639#substation##########SRID=4326;POINT(16.720827114244 52.6158644435639)
668#16.7681297919914#52.6258832688089#substation##########SRID=4326;POINT(16.7681297919914 52.6258832688089)
24#18.6801481499918#54.2751387609749#substation##########SRID=4326;POINT(18.6801481499918 54.2751387609749)
65#18.1862859376494#50.1276659475214#substation##########SRID=4326;POINT(18.1862859376494 50.1276659475214)
66#18.1868853834385#50.1226619403069#substation##########SRID=4326;POINT(18.1868853834385 50.1226619403069)
67#18.1949283595033#50.126297264988#substation##########SRID=4326;POINT(18.1949283595033 50.126297264988)
71#18.1905288603993#50.1183925678894#substation####Vatenfall######SRID=4326;POINT(18.1905288603993 50.1183925678894)
99#18.6882602963335#54.274195977079#substation##########SRID=4326;POINT(18.6882602963335 54.274195977079)
131#22.8205307255457#51.1434014706588#substation##########SRID=4326;POINT(22.8205307255457 51.1434014706588)
132#22.8248359913764#51.1624768775669#substation##########SRID=4326;POINT(22.8248359913764 51.1624768775669)
153#19.1664273236949#49.8216800649226#substation####R.D. Kęty#Ł 489; S 714#####SRID=4326;POINT(19.1664273236949 49.8216800649226)
181#20.4171693905856#49.9415916413465#substation##########SRID=4326;POINT(20.4171693905856 49.9415916413465)
189#19.2390587195303#49.7881041410003#substation##########SRID=4326;POINT(19.2390587195303 49.7881041410003)
192#19.2115465563127#49.7568292502158#substation##########SRID=4326;POINT(19.2115465563127 49.7568292502158)
193#19.1945829501505#49.7701447460518#substation##########SRID=4326;POINT(19.1945829501505 49.7701447460518)
194#19.1971118873383#49.7828942497336#substation##########SRID=4326;POINT(19.1971118873383 49.7828942497336)
195#19.192554733902#49.7853973596247#substation##########SRID=4326;POINT(19.192554733902 49.7853973596247)
196#19.1924380427466#49.787292760443#substation##########SRID=4326;POINT(19.1924380427466 49.787292760443)
248#22.4216286134038#51.2483902909579#substation##########SRID=4326;POINT(22.4216286134038 51.2483902909579)
343#22.4515732347477#51.2114686559089#substation##########SRID=4326;POINT(22.4515732347477 51.2114686559089)
370#18.6190469901542#49.9006916853902#substation##########SRID=4326;POINT(18.6190469901542 49.9006916853902)
371#23.354393390354#51.1541874519458#substation##########SRID=4326;POINT(23.354393390354 51.1541874519458)
377#18.4926493584391#53.5062519598769#substation##########SRID=4326;POINT(18.4926493584391 53.5062519598769)
387#16.8389619521442#52.5593880482864#substation##########SRID=4326;POINT(16.8389619521442 52.5593880482864)
393#19.9205427926193#50.0766044684783#substation##########SRID=4326;POINT(19.9205427926193 50.0766044684783)
399#16.1743956711379#54.0631397650719#substation##########SRID=4326;POINT(16.1743956711379 54.0631397650719)
400#16.1939589119009#54.0690619737558#substation##########SRID=4326;POINT(16.1939589119009 54.0690619737558)
402#16.8520073765317#52.5559883698475#substation##########SRID=4326;POINT(16.8520073765317 52.5559883698475)
409#19.9301004180847#50.0710301447252#substation##########SRID=4326;POINT(19.9301004180847 50.0710301447252)
414#16.8648478952029#50.5044131761097#substation##########SRID=4326;POINT(16.8648478952029 50.5044131761097)
448#19.2149310489772#51.7693006436826#substation##########SRID=4326;POINT(19.2149310489772 51.7693006436826)
449#19.2073469323595#51.770461467245#substation##########SRID=4326;POINT(19.2073469323595 51.770461467245)
453#22.3446733566113#50.4131861935841#substation##########SRID=4326;POINT(22.3446733566113 50.4131861935841)
467#16.720509559791#50.5041707536364#plant###TAURON Ekoenergia Sp. z o.o. ZEW Wałbrzych - Opolnica#######SRID=4326;POINT(16.720509559791 50.5041707536364)
506#22.3007250779663#49.7841730815119#substation##########SRID=4326;POINT(22.3007250779663 49.7841730815119)
524#19.9680160604392#50.0766695558895#substation##########SRID=4326;POINT(19.9680160604392 50.0766695558895)
